日期,ndcg,mrr,kendall_tau_distance
2011-06-06,1.0,1.0,0
2011-08-22,1.0,1.0,0
2011-08-24,1.0,1.0,0
2011-09-01,1.0,1.0,0
2011-09-15,0.9492666868476305,0.5,1.0
2011-09-20,0.848251324633953,0.3333333333333333,1.0
2011-09-26,1.0,1.0,0
2011-09-27,1.0,1.0,0.0
2011-09-29,0.7744483139071469,0.3333333333333333,0.3
2011-09-30,1.0,1.0,0.0
2011-10-01,1.0,0.5,0.0
2011-10-03,1.0,1.0,0.0
2011-10-04,0.9990394457910525,0.3333333333333333,0.06666666666666667
2011-10-05,0.9067323470316947,0.3333333333333333,0.5
2011-10-07,1.0,0.5,0.0
2011-10-12,1.0,1.0,0
2011-10-13,1.0,1.0,0.0
2011-10-14,0.9155428890504606,0.5,0.26666666666666666
2011-10-18,1.0,1.0,0.0
2011-10-19,0.9087505932595957,0.5,0.3333333333333333
2011-10-21,0.9900799760431308,1.0,0.16666666666666666
2011-10-25,0.9741873834895279,1.0,0.16666666666666666
2011-10-26,0.8646005775027905,0.25,0.5
2011-10-28,0.8003917448689548,0.5,0.5
2011-10-31,0.9449474628436911,1.0,0.3
2011-11-01,0.9845073890048646,1.0,0.2
2011-11-03,0.9540849897654162,0.5,0.3333333333333333
2011-11-10,0.9632756259771913,0.5,0.1
2011-11-14,0.9426617650111733,0.3333333333333333,0.26666666666666666
2011-11-16,0.7296608042233063,0.3333333333333333,0.3333333333333333
2011-11-17,1.0,1.0,0.0
2011-11-18,1.0,1.0,0.0
2011-11-21,1.0,1.0,0.0
2011-11-23,0.9890138401468048,1.0,0.16666666666666666
2011-11-24,1.0,1.0,0.0
2011-11-29,1.0,1.0,0.0
2011-11-30,1.0,1.0,0.0
2011-12-01,1.0,1.0,0.0
2011-12-05,1.0,1.0,0.0
2011-12-06,0.8425041840606906,0.3333333333333333,0.3333333333333333
2011-12-08,1.0,1.0,0.0
2011-12-10,1.0,1.0,0
