日期,ndcg,mrr,kendall_tau_distance
2020-12-02,0.8839527519835971,0.2,0.3076923076923077
2020-12-03,0.953907873916718,1.0,0.3080459770114943
2020-12-04,0.9357146244550053,1.0,0.31827956989247314
2020-12-05,0.8517116417725643,0.3333333333333333,0.38257575757575757
2020-12-06,0.8335636257094343,0.03571428571428571,0.33589743589743587
2020-12-07,0.9403084506280236,0.5,0.2682701202590194
2020-12-08,0.9615511348666184,0.1,0.27510204081632655
2020-12-09,0.9131024080351352,0.3333333333333333,0.2868217054263566
2020-12-10,0.9661750190835955,0.125,0.28292682926829266
2020-12-11,0.9599817351336881,1.0,0.299645390070922
2020-12-12,0.8594157463391401,0.14285714285714285,0.3506787330316742
2020-12-13,0.8162485115631953,0.14285714285714285,0.31825037707390647
2020-12-14,0.9099815142404948,0.3333333333333333,0.2939801285797779
2020-12-15,0.9405823602326953,0.14285714285714285,0.2783461210571185
2020-12-16,0.9143888408350197,0.14285714285714285,0.31180124223602484
2020-12-17,0.8518902900510172,0.25,0.31931252826775214
2020-12-18,0.935713690222822,0.25,0.2727927927927928
2020-12-19,0.9182660352113254,0.03225806451612903,0.3490506329113924
2020-12-20,0.8537619188269089,0.03571428571428571,0.3603063603063603
2020-12-21,0.8884373356166272,0.013157894736842105,0.3062589584328715
2020-12-22,0.9040826367534851,0.014705882352941176,0.30952380952380953
2020-12-23,0.9104256839785622,0.07692307692307693,0.25585585585585585
2020-12-24,0.9469793145375134,0.2,0.2616487455197133
2020-12-25,0.9280729697096893,0.5,0.31027253668763105
2020-12-26,0.9668424174723569,0.5,0.2745762711864407
2020-12-27,0.9368435287993051,0.09090909090909091,0.2732115677321157
2020-12-28,0.9087139556652877,0.05555555555555555,0.28179271708683473
2020-12-29,0.8775326588513174,0.06666666666666667,0.2993670886075949
2020-12-30,0.9011150402348783,0.045454545454545456,0.2654085045389393
2020-12-31,0.9060591824342037,0.05555555555555555,0.29109863672814756
