日期,ndcg,mrr,kendall_tau_distance
2019-09-28,1.0,1.0,0
2019-09-30,0.9538144820698891,1.0,0.3
2019-10-01,0.8634542807785942,0.5,0.4
2019-10-02,0.958200794742592,1.0,0.3111111111111111
2019-10-03,0.863795443037748,0.25,0.3787878787878788
2019-10-04,0.8667960471972321,0.25,0.358974358974359
2019-10-05,0.8849779563825617,0.2,0.3523809523809524
2019-10-07,0.8878556717335664,0.2,0.3333333333333333
2019-10-08,0.9459945631455358,1.0,0.29411764705882354
2019-10-09,0.8928896421311168,0.25,0.29523809523809524
2019-10-10,0.8732073157050252,0.2,0.31666666666666665
2019-10-11,0.8666736830828237,0.16666666666666666,0.34558823529411764
2019-10-12,0.8917551197777228,0.1111111111111111,0.3235294117647059
2019-10-15,0.9231818327225478,0.5,0.2789473684210526
2019-10-16,0.9225587710670402,0.1111111111111111,0.28654970760233917
2019-10-17,0.969348736328539,0.5,0.21904761904761905
2019-10-18,0.8756543614175445,0.2,0.286231884057971
2019-10-21,0.8720178692003719,0.16666666666666666,0.2490118577075099
2019-10-22,0.9697455538456532,0.5,0.18181818181818182
2019-10-24,0.95984582460396,0.08333333333333333,0.19076923076923077
2019-10-26,0.9111577593422697,0.14285714285714285,0.2894736842105263
2019-10-27,0.9102478430868957,0.14285714285714285,0.29473684210526313
2019-10-28,0.9130110262868637,0.16666666666666666,0.2733333333333333
2019-10-29,0.8997806395968114,0.25,0.2924901185770751
2019-10-30,0.9384930911740307,0.07692307692307693,0.30333333333333334
2019-11-01,0.9164317126999352,0.3333333333333333,0.2964426877470356
2019-11-02,0.9297506788717617,0.3333333333333333,0.2644927536231884
2019-11-03,0.912129164832425,0.25,0.2866666666666667
2019-11-04,0.8896831357679051,0.06666666666666667,0.28045977011494255
2019-11-06,0.8916988603794005,0.05555555555555555,0.30303030303030304
2019-11-07,0.9219634084130377,0.2,0.31494252873563217
2019-11-08,0.832433137891805,0.07142857142857142,0.24367816091954023
2019-11-09,0.9406115694046401,0.08333333333333333,0.3157894736842105
2019-11-11,0.8900317284374982,0.2,0.3142857142857143
