日期,ndcg,mrr,kendall_tau_distance
2020-12-02,0.9071106209239564,0.16666666666666666,0.23076923076923078
2020-12-03,0.9534956360207497,1.0,0.2620689655172414
2020-12-04,0.9276874760969284,1.0,0.2903225806451613
2020-12-05,0.8288555688147173,0.09090909090909091,0.3712121212121212
2020-12-06,0.828529449053964,0.027777777777777776,0.33205128205128204
2020-12-07,0.9594587784031864,0.5,0.2784458834412581
2020-12-08,0.9530054391033366,0.08333333333333333,0.29551020408163264
2020-12-09,0.9413855429726716,0.25,0.31561461794019935
2020-12-10,0.9596080068612814,0.2,0.30853658536585366
2020-12-11,0.950062735534992,1.0,0.34131205673758863
2020-12-12,0.8297543166100324,0.07692307692307693,0.41704374057315236
2020-12-13,0.7778442982359254,0.07692307692307693,0.38461538461538464
2020-12-14,0.8875561726172575,0.14285714285714285,0.3196960841613092
2020-12-15,0.9304770078157355,0.09090909090909091,0.3030690537084399
2020-12-16,0.8880979880293444,0.14285714285714285,0.31097308488612835
2020-12-17,0.9211313746605136,0.14285714285714285,0.32338308457711445
2020-12-18,0.9627405741615578,0.3333333333333333,0.28
2020-12-19,0.8990100870330716,0.025,0.34335443037974683
2020-12-20,0.8926543752747452,0.02702702702702703,0.34565434565434566
2020-12-21,0.882944615855611,0.014285714285714285,0.32178690874343047
2020-12-22,0.9104417816499463,0.01639344262295082,0.31554790590935167
2020-12-23,0.9046185212393549,0.1,0.29333333333333333
2020-12-24,0.9401220950808076,0.16666666666666666,0.27547363031234
2020-12-25,0.8875508139347679,0.16666666666666666,0.36477987421383645
2020-12-26,0.951719643878004,0.5,0.31186440677966104
2020-12-27,0.927017264139939,0.14285714285714285,0.3177321156773212
2020-12-28,0.9073958151178038,0.0625,0.32184873949579834
2020-12-29,0.8553064557751353,0.16666666666666666,0.34746835443037977
2020-12-30,0.8907241217647199,0.09090909090909091,0.3067367415193502
2020-12-31,0.9098726584687606,0.07142857142857142,0.28495054798182307
2021-01-01,0.8290551977644258,0.017241379310344827,0.41353383458646614
2021-01-02,0.8297076275685793,0.017241379310344827,0.39662447257383965
2021-01-03,0.8304403328545996,0.02,0.38113897596656215
2021-01-04,0.9234419877212818,0.027777777777777776,0.28270042194092826
2021-01-05,0.9075716396210475,0.038461538461538464,0.3105769230769231
2021-01-06,0.8735313537721049,0.2,0.3043871551334238
2021-01-07,0.8960469652221615,0.1,0.30582750582750584
2021-01-08,0.8811300327976426,0.02702702702702703,0.345694799658994
2021-01-09,0.8719855129601057,0.03571428571428571,0.36903602726387535
2021-01-10,0.839856364396068,0.034482758620689655,0.39325504366154773
2021-01-11,0.8493240050906462,0.3333333333333333,0.3604430379746835
2021-01-12,0.8759276315778801,0.16666666666666666,0.3702435312024353
2021-01-13,0.891727053111993,0.0625,0.36455696202531646
2021-01-14,0.9045256420893574,0.2,0.3414035087719298
2021-01-15,0.8214396974823517,0.025,0.4166666666666667
2021-01-16,0.8779931599929478,0.020833333333333332,0.36049382716049383
2021-01-17,0.8938138236657358,0.058823529411764705,0.3330721003134796
2021-01-18,0.9108565561661476,0.08333333333333333,0.3133299284984678
2021-01-19,0.9244128918174864,0.3333333333333333,0.30422890805806857
2021-01-20,0.9339505994477842,0.1,0.2964996568291009
2021-01-21,0.889187415718525,0.07142857142857142,0.29073100812231245
2021-01-22,0.8395182970847518,0.16666666666666666,0.35135135135135137
2021-01-23,0.8343580164972746,0.125,0.35312679288582904
2021-01-24,0.8678989417448433,0.014285714285714285,0.33118556701030927
2021-01-25,0.906599430184838,0.5,0.31346534653465347
2021-01-26,0.8828282852941903,0.25,0.3183838383838384
